연월,자치구명,65~69세,70~74세,75~79세,7세미만,80~89세,90세이상,합계,점수
201909,강동구,928,850,872,258,973,202,4083,3
201909,강북구,1446,1475,1568,344,1506,241,6580,6
201909,강서구,2126,2000,2053,444,2294,439,9356,9
201909,관악구,1300,1299,1327,345,1474,279,6024,5
201909,광진구,767,685,663,189,715,126,3145,2
201909,구로구,789,867,888,315,1013,154,4026,3
201909,금천구,861,876,957,231,998,147,4070,3
201909,노원구,2220,2239,2496,567,2544,399,10465,10
201909,도봉구,825,854,931,221,1122,221,4174,3
201909,동대문구,1303,1213,1270,178,1234,184,5382,5
201909,동작구,839,917,933,290,1042,181,4202,3
201909,마포구,745,808,771,247,886,132,3589,3
201909,서대문구,719,716,788,595,916,135,3869,3
201909,서초구,506,483,406,170,466,119,2150,1
201909,성동구,694,707,705,151,824,124,3205,2
201909,성북구,1108,1083,1190,296,1262,245,5184,5
201909,송파구,1015,978,885,320,1009,230,4437,4
201909,양천구,1077,1030,1091,269,1278,182,4927,4
201909,영등포구,914,862,820,216,843,143,3798,3
201909,용산구,698,643,587,155,640,100,2823,2
201909,은평구,1666,1741,1674,460,1861,311,7713,7
201909,종로구,504,426,435,68,397,85,1915,1
201909,중구,528,457,426,98,462,77,2048,1
201909,중랑구,1661,1566,1516,416,1690,331,7180,7
201910,강남구,1209,1203,1074,309,987,184,4966,4
201910,강동구,941,870,881,260,988,201,4141,3
201910,강북구,1475,1490,1585,325,1553,245,6673,6
201910,강서구,2163,2022,2066,444,2321,442,9458,9
201910,관악구,1335,1305,1336,348,1493,274,6091,6
201910,광진구,789,688,675,187,716,132,3187,2
201910,구로구,804,896,899,318,1038,154,4109,3
201910,금천구,862,893,958,225,1015,149,4102,3
201910,노원구,2261,2265,2509,556,2579,405,10575,10
201910,도봉구,833,859,938,216,1126,225,4197,3
201910,동대문구,1316,1221,1274,178,1247,187,5423,5
201910,동작구,860,921,948,286,1056,183,4254,4
201910,마포구,761,809,784,241,898,134,3627,3
201910,서대문구,728,724,797,596,939,133,3917,3
201910,서초구,501,486,409,157,474,121,2148,1
201910,성동구,709,716,711,152,829,124,3241,2
201910,성북구,1133,1085,1184,284,1289,248,5223,5
201910,송파구,1025,997,894,314,1011,239,4480,4
201910,양천구,1097,1042,1092,266,1320,187,5004,4
201910,영등포구,941,877,824,220,853,150,3865,3
201910,용산구,705,637,595,155,645,100,2837,2
201910,은평구,1665,1748,1662,449,1870,313,7707,7
201910,종로구,506,432,435,72,399,83,1927,1
201910,중구,542,464,432,99,467,76,2080,1
201910,중랑구,1687,1580,1526,409,1715,338,7255,7
201911,강남구,1229,1211,1087,291,994,188,5000,4
201911,강동구,971,878,899,265,1001,205,4219,4
201911,강북구,1507,1498,1625,325,1577,253,6785,6
201911,강서구,2226,2051,2087,456,2362,448,9630,9
201911,관악구,1381,1333,1360,350,1529,293,6246,6
201911,광진구,801,698,684,181,734,136,3234,2
201911,구로구,817,910,911,319,1041,161,4159,3
201911,금천구,877,906,961,236,1018,148,4146,3
201911,노원구,2297,2302,2530,542,2638,413,10722,10
201911,도봉구,855,876,945,217,1139,227,4259,4
201911,동대문구,1337,1228,1283,177,1261,188,5474,5
201911,동작구,873,950,946,289,1084,188,4330,4
201911,마포구,779,815,798,250,917,132,3691,3
201911,서대문구,745,732,805,596,948,133,3959,3
201911,서초구,516,493,413,155,486,123,2186,1
201911,성동구,728,720,720,152,831,125,3276,3
201911,성북구,1153,1092,1183,284,1319,251,5282,5
201911,송파구,1049,1017,900,320,1042,240,4568,4
201911,양천구,1123,1063,1092,261,1350,191,5080,4
201911,영등포구,978,883,842,216,865,162,3946,3
201911,용산구,705,643,597,153,651,100,2849,2
201911,은평구,1696,1763,1676,440,1912,324,7811,7
201911,종로구,516,431,433,71,408,84,1943,1
201911,중구,548,476,426,99,470,79,2098,1
201911,중랑구,1725,1595,1523,414,1737,349,7343,7
201912,강남구,1248,1233,1100,283,1013,196,5073,4
201912,강동구,993,897,888,268,1046,215,4307,4
201912,강북구,1530,1527,1631,310,1600,256,6854,6
201912,강서구,2250,2055,2104,463,2402,459,9733,9
201912,관악구,1411,1373,1395,341,1555,295,6370,6
201912,광진구,816,695,687,174,741,137,3250,2
201912,구로구,822,916,910,326,1072,167,4213,4
201912,금천구,891,906,961,238,1033,152,4181,3
201912,노원구,2304,2342,2530,530,2666,421,10793,10
201912,도봉구,873,878,950,216,1154,235,4306,4
201912,동대문구,1346,1247,1275,173,1264,191,5496,5
201912,동작구,884,963,951,283,1103,189,4373,4
201912,마포구,786,812,806,233,924,133,3694,3
201912,서대문구,755,736,811,571,960,140,3973,3
201912,서초구,531,496,420,155,490,125,2217,1
201912,성동구,740,732,734,147,851,130,3334,3
201912,성북구,1162,1103,1180,280,1347,258,5330,5
201912,송파구,1081,1029,898,313,1060,248,4629,4
201912,양천구,1128,1081,1095,267,1370,198,5139,4
201912,영등포구,1003,903,853,212,878,160,4009,3
201912,용산구,721,638,607,155,660,102,2883,2
201912,은평구,1711,1780,1675,429,1952,327,7874,7
201912,종로구,521,428,431,73,414,85,1952,1
201912,중구,552,476,430,98,473,79,2108,1
201912,중랑구,1752,1614,1524,413,1766,353,7422,7
